id,kodeToko,createdAt,tokoId,items,tokoNama,catatan,total
"pgsJf4HpalvqUQWFEbmx","K0511","2025-11-08T04:37:55.059Z","ewv2xw7GgJtJXR8nPfQw","[{""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""total"":97500,""nama"":""CHOCOMELT CONE"",""qtyBox"":1,""isiPerBox"":24},{""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1,""hargaPerBox"":96000,""total"":96000,""isiPerBox"":40},{""productId"":""KtjGECYEwOyqkWM0Iu4E"",""qtyBox"":1,""isiPerBox"":50,""total"":80000,""nama"":""FRUIZY GRAPE"",""hargaPerBox"":80000},{""qtyBox"":1,""hargaPerBox"":97500,""nama"":""STRAWBERRY CONE"",""productId"":""DoKWCzEByEeYXQFxFinE"",""total"":97500,""isiPerBox"":24},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""qtyBox"":1,""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24}]","STICOM","Order dari kunjungan: ","468000"
"pnUScM46FfpbpDYBouy1","K1571","2025-11-08T06:54:06.000Z","42f4rMSZhOHXH6oYOXMn","[{""isiPerBox"":30,""hargaPerBox"":117000,""productId"":""ETb42XTcLpBbcC1aLhcb"",""qtyBox"":1,""total"":117000,""nama"":""CHOCOLATE CRISPY""},{""isiPerBox"":40,""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""total"":110000,""qtyBox"":1,""hargaPerBox"":110000,""nama"":""COFFE CRISPY""},{""hargaPerBox"":118500,""isiPerBox"":40,""total"":118500,""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""productId"":""aok5I2XQHFg2m97mC387"",""total"":97000,""nama"":""SUNDAE STRAWBERRY"",""hargaPerBox"":97000,""qtyBox"":1,""isiPerBox"":24},{""qtyBox"":1,""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""isiPerBox"":40,""total"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","TOKO KOBER","Order dari kunjungan:","539000"
"q0IKu3MpI1GWYQeXWBoS","K1534","2025-11-02T07:44:15.660Z","HsBqJ8NfGtWtPy4dtOUp","[{""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""total"":110000,""isiPerBox"":40,""hargaPerBox"":110000,""qtyBox"":1,""nama"":""COFFE CRISPY""},{""hargaPerBox"":77500,""total"":77500,""nama"":""NANAS"",""productId"":""Msk1v54GqR6gX6mqxqGS"",""isiPerBox"":50,""qtyBox"":1},{""total"":77500,""hargaPerBox"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1,""nama"":""SEMANGKA"",""isiPerBox"":50},{""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""qtyBox"":1},{""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""qtyBox"":1,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""total"":96500,""isiPerBox"":40}]","TRANSIT MART 2","","458500"
"q0j3msrqME9vQTkAHFtE","K0391","2025-09-30T17:00:00.000Z","j5OQBnhs4A8lXEY9aNI4","[{""hargaPerBox"":97000,""total"":97000,""isiPerBox"":50,""qtyBox"":1,""nama"":""CHOCOLATE STICK"",""productId"":""IDeDw8ay7rGfQANXeYLM""},{""isiPerBox"":40,""hargaPerBox"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""total"":118500,""qtyBox"":1},{""qtyBox"":1,""total"":118500,""productId"":""kaxtCMx6rMhQn9EbjJAw"",""nama"":""CRISPY BALLS ORIGINAL"",""isiPerBox"":30,""hargaPerBox"":118500},{""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE""},{""total"":96000,""nama"":""SWEET CORN"",""qtyBox"":1,""hargaPerBox"":96000,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw""}]","ELLA 2 KANTIN MTS BALEKAMBANG","","527000"
"qFl6RL0ELs1LfoAHinot","K0441","2025-10-17T06:46:33.773Z","2zobAduRXbA1IyykFf5n","[{""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""nama"":""2 COLOR"",""hargaPerBox"":92000,""isiPerBox"":40,""qtyBox"":1,""total"":92000},{""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""total"":118500,""isiPerBox"":40,""hargaPerBox"":118500},{""nama"":""MANGO SLUSH"",""isiPerBox"":30,""hargaPerBox"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO"",""total"":90500,""qtyBox"":1},{""nama"":""MIKI-MIKI"",""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""hargaPerBox"":93500,""qtyBox"":1,""total"":93500,""isiPerBox"":60},{""hargaPerBox"":96500,""total"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""nama"":""TARO CRISPY"",""isiPerBox"":40,""qtyBox"":1}]","MJ CELL","Order dari kunjungan: ","491000"
"qdEJoWcXBGmSOQUiToUr","K0502","2025-10-31T17:00:00.000Z","prsjnt4eZWb4sKtsXAOd","[{""isiPerBox"":27,""total"":192000,""hargaPerBox"":192000,""nama"":""3 IN 1"",""qtyBox"":1,""productId"":""F4qHZUhwkEnkGMWDyqIm""},{""hargaPerBox"":117000,""isiPerBox"":30,""productId"":""ETb42XTcLpBbcC1aLhcb"",""nama"":""CHOCOLATE CRISPY"",""total"":117000,""qtyBox"":1},{""isiPerBox"":24,""qtyBox"":1,""productId"":""bIHGFn5MHtXpqVeM9enF"",""nama"":""CHOCOMELT CONE"",""total"":97500,""hargaPerBox"":97500},{""hargaPerBox"":77500,""isiPerBox"":50,""total"":77500,""qtyBox"":1,""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA""},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1,""isiPerBox"":24},{""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""total"":96000,""nama"":""SWEET CORN"",""isiPerBox"":40},{""qtyBox"":1,""isiPerBox"":48,""total"":115200,""productId"":""Hzn6DvSXYxLmhtuekqkk"",""hargaPerBox"":115200,""nama"":""VANILLA BERRY CONE""}]","DEWI","Order dari kunjungan:","792200"
"qewIVXgicPpMyYO8I6FZ","K1512","2025-10-09T03:29:54.389Z","Wd4tMZL3Gh5AME7jGCqL","[{""nama"":""COFFE CRISPY"",""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""qtyBox"":1,""hargaPerBox"":110000,""isiPerBox"":40,""total"":110000},{""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""hargaPerBox"":97000,""total"":97000,""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE""}]","TOKO RENASYA","","325500"
"qmqEu8kh0xuDORaVij5E","K0352","2025-11-11T08:53:31.304Z","P3S3LmNnq4sCQ7YUieWO","[{""total"":80000,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""qtyBox"":1,""isiPerBox"":50,""nama"":""CHOCO MALT""},{""hargaPerBox"":97000,""qtyBox"":1,""total"":97000,""productId"":""IDeDw8ay7rGfQANXeYLM"",""isiPerBox"":50,""nama"":""CHOCOLATE STICK (BINGO)""},{""isiPerBox"":24,""qtyBox"":1,""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""nama"":""CHOCOMELT CONE"",""total"":97500},{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""isiPerBox"":60,""qtyBox"":1,""total"":93500,""nama"":""MIKI-MIKI"",""hargaPerBox"":93500},{""hargaPerBox"":95000,""nama"":""MILK MELON"",""isiPerBox"":40,""productId"":""y44wV7EqlAwgQKUJj38O"",""qtyBox"":1,""total"":95000},{""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1,""isiPerBox"":50,""nama"":""SEMANGKA"",""hargaPerBox"":77500},{""nama"":""STRAWBERRY CONE"",""qtyBox"":1,""isiPerBox"":24,""hargaPerBox"":97500,""productId"":""DoKWCzEByEeYXQFxFinE"",""total"":97500},{""total"":110000,""productId"":""4ZGi81slpOycqNbJ8lvW"",""nama"":""STRAWBERRY CRISPY"",""hargaPerBox"":110000,""qtyBox"":1,""isiPerBox"":40},{""productId"":""aok5I2XQHFg2m97mC387"",""nama"":""SUNDAE STRAWBERRY"",""total"":97000,""qtyBox"":1,""isiPerBox"":24,""hargaPerBox"":97000},{""total"":192000,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""qtyBox"":2,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw""},{""productId"":""U3qfJlCyL3zOiNLFUFkb"",""total"":96500,""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""qtyBox"":1,""isiPerBox"":40}]","APOTEK PANCUR","Order dari kunjungan: ","1133500"
"qnDQ5HUsG5mrFLxxMQhA","K1498","2025-10-18T05:46:37.755Z","7l4t8ictEySaPyXnKMDa","[{""total"":80000,""hargaPerBox"":80000,""qtyBox"":1,""nama"":""CHOCO MALT"",""productId"":""NOHAYE89jzvVJFKZcLFB"",""isiPerBox"":50},{""isiPerBox"":50,""hargaPerBox"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""nama"":""JERUK"",""qtyBox"":1,""total"":78000},{""isiPerBox"":60,""productId"":""R52hO3IOVzVI3PRqPmGP"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""qtyBox"":1,""hargaPerBox"":93500,""total"":93500},{""isiPerBox"":50,""total"":77500,""hargaPerBox"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS"",""qtyBox"":1,""nama"":""NANAS""},{""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""nama"":""SEMANGKA"",""productId"":""k7TnmqAqR1yAmsY042eK"",""total"":77500}]","RATU WALI","Order dari kunjungan:","406500"
"qtKM26Sc0wUh9O1Gyaet","K1286","2025-10-25T04:26:27.331Z","MBtynOjLtaD7KngRrvOo","[{""total"":118500,""isiPerBox"":40,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""qtyBox"":1},{""productId"":""sKjCtHbEsvTpBhbQOyHB"",""hargaPerBox"":124800,""total"":124800,""nama"":""FRUITY ROLL"",""isiPerBox"":40,""qtyBox"":1},{""total"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""isiPerBox"":50,""hargaPerBox"":78000,""qtyBox"":1,""nama"":""JERUK""},{""qtyBox"":1,""total"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS"",""isiPerBox"":50,""nama"":""NANAS"",""hargaPerBox"":77500},{""nama"":""SWEET CORN"",""qtyBox"":1,""total"":96000,""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40}]","RIYADLUL QUR'AN","","494800"
"r6bayaTvnkocMEjaErP0","K0379","2025-10-15T08:46:41.277Z","xp0ZRBc7iUKQ0VDFMW5Y","[{""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""total"":97500,""qtyBox"":1,""isiPerBox"":24,""productId"":""bIHGFn5MHtXpqVeM9enF""},{""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3"",""total"":96000,""isiPerBox"":40,""hargaPerBox"":96000,""qtyBox"":1},{""nama"":""STRAWBERRY CONE"",""total"":97500,""hargaPerBox"":97500,""isiPerBox"":24,""productId"":""DoKWCzEByEeYXQFxFinE"",""qtyBox"":1},{""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":97000,""hargaPerBox"":97000,""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE""},{""nama"":""SUNDAE STRAWBERRY"",""total"":97000,""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""aok5I2XQHFg2m97mC387""}]","MBAK YUYUN","","485000"
"rHdwjSRfQAiK6FtMw89q","K0742","2025-10-01T07:01:22.605Z","ICWLSSwzVvanVCAZdUih","[{""qtyBox"":1,""total"":92000,""hargaPerBox"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40,""nama"":""2 COLOR""},{""productId"":""bo7uoDBVttrD7nfgPod8"",""isiPerBox"":40,""hargaPerBox"":94500,""qtyBox"":1,""total"":94500,""nama"":""MOCHI KLEPON""},{""nama"":""MOCHI VANILLA"",""qtyBox"":1,""productId"":""xJbJEd4mYcSMcB4V4492"",""total"":92500,""isiPerBox"":40,""hargaPerBox"":92500},{""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""total"":97000,""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE""},{""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":1,""nama"":""TARO CRISPY"",""total"":96500,""hargaPerBox"":96500,""isiPerBox"":40}]","KUSRIYAH","","472500"
"rQTvhz84dKFGWCceafTN","K1387","2025-10-09T03:00:46.530Z","8k5mHDdqhzvAFdnkqWei","[{""qtyBox"":1,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40,""hargaPerBox"":92000,""nama"":""2 COLOR"",""total"":92000},{""nama"":""CHOCO MALT"",""isiPerBox"":50,""qtyBox"":1,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""total"":80000},{""isiPerBox"":40,""qtyBox"":1,""productId"":""iegvzVPz0yZbNTHzwcj3"",""hargaPerBox"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT"",""total"":96000},{""qtyBox"":1,""isiPerBox"":50,""productId"":""KtjGECYEwOyqkWM0Iu4E"",""hargaPerBox"":80000,""total"":80000,""nama"":""FRUIZY GRAPE""},{""nama"":""SWEET CORN"",""isiPerBox"":40,""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""total"":96000}]","SMK ISLAM AL HIKMAH MAYONG","","444000"
"rVoxxyVtWsUczsBhA3yy","K0504","2025-11-15T06:26:33.000Z","97dQ3fc5oJLPHPNSZvPe","[{""qtyBox"":1,""isiPerBox"":24,""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""total"":97500,""nama"":""CHOCOMELT CONE""},{""productId"":""iegvzVPz0yZbNTHzwcj3"",""nama"":""FRUIZY BLUEBERRY YOGURT"",""total"":96000,""hargaPerBox"":96000,""qtyBox"":1,""isiPerBox"":40},{""nama"":""MIKI-MIKI"",""hargaPerBox"":93500,""total"":93500,""isiPerBox"":60,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""qtyBox"":1},{""isiPerBox"":60,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""productId"":""R52hO3IOVzVI3PRqPmGP"",""qtyBox"":1,""hargaPerBox"":93500,""total"":93500},{""hargaPerBox"":92500,""productId"":""czThQD5TNzChwlsAr7ds"",""qtyBox"":1,""nama"":""MOCHI BANANA"",""total"":92500,""isiPerBox"":40},{""qtyBox"":1,""hargaPerBox"":77500,""isiPerBox"":50,""nama"":""NANAS"",""total"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS""},{""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""hargaPerBox"":97000,""qtyBox"":1,""isiPerBox"":24,""total"":97000,""productId"":""aok5I2XQHFg2m97mC387"",""nama"":""SUNDAE STRAWBERRY""}]","SUMUK CELL","Order dari kunjungan:","744500"
"rtI40iF8IMuhAylJhh7P","K1528","2025-11-05T08:44:25.009Z","uyiOKpYICdUeSfb42aOn","[{""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""hargaPerBox"":92000,""isiPerBox"":40,""qtyBox"":1,""nama"":""2 COLOR"",""total"":92000},{""productId"":""xaB42zjrDkGuzdTP7tpO"",""qtyBox"":1,""hargaPerBox"":90500,""isiPerBox"":30,""nama"":""MANGO SLUSH"",""total"":90500},{""total"":95000,""nama"":""MILK MELON"",""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":95000,""productId"":""y44wV7EqlAwgQKUJj38O""},{""hargaPerBox"":77500,""nama"":""NANAS"",""isiPerBox"":50,""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500,""qtyBox"":1},{""qtyBox"":1,""isiPerBox"":50,""hargaPerBox"":77500,""nama"":""SEMANGKA"",""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK""}]","TOKO SOCHIBATUL MUNAWAROH","","432500"
"rthH20uxaGUHWdwYhqbx","K1969","2025-10-06T03:32:40.852Z","IQtU1AxfLTPqglkim04O","[{""qtyBox"":1,""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""total"":80000,""isiPerBox"":50,""productId"":""NOHAYE89jzvVJFKZcLFB""},{""total"":97500,""isiPerBox"":24,""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""qtyBox"":1,""nama"":""CHOCOMELT CONE""},{""nama"":""STRAWBERRY CRISPY"",""total"":110000,""hargaPerBox"":110000,""qtyBox"":1,""isiPerBox"":40,""productId"":""4ZGi81slpOycqNbJ8lvW""},{""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""isiPerBox"":24,""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""qtyBox"":1},{""isiPerBox"":40,""nama"":""SWEET CORN"",""total"":96000,""qtyBox"":1,""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw""},{""nama"":""TARO CRISPY"",""qtyBox"":1,""isiPerBox"":40,""total"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""hargaPerBox"":96500}]","TOKO ANUGERAH","Order dari kunjungan: ","577000"
"sRQZ6G82g2I8Xztgi7E4","K1367","2025-10-29T09:23:04.000Z","517lFqCrv4ylnAybXBuH","[{""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":92000,""nama"":""2 COLOR"",""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""total"":92000},{""productId"":""NOHAYE89jzvVJFKZcLFB"",""total"":80000,""nama"":""CHOCO MALT"",""isiPerBox"":50,""hargaPerBox"":80000,""qtyBox"":1},{""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""total"":118500,""isiPerBox"":40},{""total"":97000,""qtyBox"":1,""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""isiPerBox"":40,""nama"":""SWEET CORN"",""qtyBox"":1,""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000}]","ENDANG SRI WAHYUNI","","483500"
"sYmLXMfU7mIvwcKzxdLE","K1315","2025-10-30T05:03:14.810Z","t2gz4up7sN675kePt6Oc","[{""isiPerBox"":50,""total"":78000,""qtyBox"":1,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""hargaPerBox"":78000,""nama"":""JERUK""},{""hargaPerBox"":77500,""nama"":""NANAS"",""total"":77500,""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""isiPerBox"":50},{""nama"":""SEMANGKA"",""hargaPerBox"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1,""total"":77500,""isiPerBox"":50},{""isiPerBox"":24,""hargaPerBox"":97000,""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1},{""total"":96000,""qtyBox"":1,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""isiPerBox"":40}]","ABDUL MUJIB","","426000"
"sw3oHPFykZwDwDz16XZA","K1502","2025-10-06T08:00:05.807Z","cBXhRkwzErSSQ2yHFz8H","[{""isiPerBox"":40,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""total"":92000,""nama"":""2 COLOR"",""qtyBox"":1,""hargaPerBox"":92000},{""total"":117000,""nama"":""CHOCOLATE CRISPY"",""hargaPerBox"":117000,""productId"":""ETb42XTcLpBbcC1aLhcb"",""qtyBox"":1,""isiPerBox"":30},{""productId"":""xJbJEd4mYcSMcB4V4492"",""nama"":""MOCHI VANILLA"",""qtyBox"":1,""total"":92500,""isiPerBox"":40,""hargaPerBox"":92500},{""hargaPerBox"":97500,""total"":97500,""productId"":""DoKWCzEByEeYXQFxFinE"",""nama"":""STRAWBERRY CONE"",""isiPerBox"":24,""qtyBox"":1},{""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""qtyBox"":1,""isiPerBox"":24},{""qtyBox"":1,""productId"":""aok5I2XQHFg2m97mC387"",""hargaPerBox"":97000,""nama"":""SUNDAE STRAWBERRY"",""total"":97000,""isiPerBox"":24},{""total"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":96000}]","TOKO RIZKY OS","Order dari kunjungan: ","689000"
"t42aGjLlPnTTiQIuFYII","K1759","2025-11-15T09:05:58.266Z","dFJRnjEcCGZjVJ3vtZTF","[{""total"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40,""nama"":""2 COLOR"",""qtyBox"":1,""hargaPerBox"":92000},{""total"":97000,""isiPerBox"":50,""qtyBox"":1,""nama"":""CHOCOLATE STICK (BINGO)"",""productId"":""IDeDw8ay7rGfQANXeYLM"",""hargaPerBox"":97000},{""total"":118500,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""isiPerBox"":30,""hargaPerBox"":118500},{""total"":96000,""hargaPerBox"":96000,""qtyBox"":1,""isiPerBox"":40,""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3""},{""hargaPerBox"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""isiPerBox"":40,""total"":96000}]","SD IT AL HUSNA 2","","499500"
"tBCQcMqnUs3YtKgyfkCt","K1334","2025-10-14T06:57:34.833Z","xXcBnRjwrKPQNBumnzm6","[{""isiPerBox"":40,""qtyBox"":1,""total"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""hargaPerBox"":92000,""nama"":""2 COLOR""},{""hargaPerBox"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""isiPerBox"":40,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""total"":118500},{""total"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""qtyBox"":1,""productId"":""iegvzVPz0yZbNTHzwcj3"",""isiPerBox"":40},{""isiPerBox"":60,""qtyBox"":2,""nama"":""MIKI-MIKI"",""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""hargaPerBox"":93500,""total"":187000},{""qtyBox"":1,""isiPerBox"":40,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000}]","MASRUKIN","Order dari kunjungan:","589500"
"tCLJmkEE4stPvNrNgJdk","K1278","2025-10-21T00:17:24.191Z","O8g9w3lNqdo3pRpC2pwY","[{""qtyBox"":1,""isiPerBox"":40,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""total"":118500,""hargaPerBox"":118500},{""qtyBox"":1,""nama"":""FRUIZY GRAPE"",""total"":80000,""hargaPerBox"":80000,""productId"":""KtjGECYEwOyqkWM0Iu4E"",""isiPerBox"":50},{""total"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS"",""hargaPerBox"":77500,""qtyBox"":1,""isiPerBox"":50,""nama"":""NANAS""},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1,""isiPerBox"":24,""hargaPerBox"":97000,""total"":97000},{""isiPerBox"":40,""qtyBox"":1,""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""total"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","NUR AFIDAH","","469500"
"tN8RKRaDLcRadVDhCAyn","K1787","2025-10-20T04:27:38.000Z","nhuEhSvTkbCX7F1rYyfg","[{""qtyBox"":1,""isiPerBox"":50,""productId"":""NOHAYE89jzvVJFKZcLFB"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""total"":80000},{""total"":110000,""qtyBox"":1,""hargaPerBox"":110000,""nama"":""COFFE CRISPY"",""isiPerBox"":40,""productId"":""BaaVl0Oq2oHnOUy1Cfuw""},{""isiPerBox"":50,""nama"":""SEMANGKA"",""productId"":""k7TnmqAqR1yAmsY042eK"",""total"":77500,""qtyBox"":1,""hargaPerBox"":77500},{""isiPerBox"":40,""nama"":""TARO CRISPY"",""total"":96500,""hargaPerBox"":96500,""qtyBox"":1,""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","SD 3 BUNGU","","364000"
"tPVObbDHLx5QCGYyIjW0","K1502","2025-10-27T08:51:49.000Z","cBXhRkwzErSSQ2yHFz8H","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""nama"":""CHOCO MALT"",""qtyBox"":1,""total"":80000,""isiPerBox"":50,""hargaPerBox"":80000},{""qtyBox"":1,""total"":93500,""isiPerBox"":60,""hargaPerBox"":93500,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""nama"":""MIKI-MIKI""},{""isiPerBox"":40,""total"":94500,""qtyBox"":1,""hargaPerBox"":94500,""productId"":""PnPJnogSXAiytWfTxQWM"",""nama"":""MOCHI MANGO""},{""hargaPerBox"":77500,""nama"":""NANAS"",""productId"":""Msk1v54GqR6gX6mqxqGS"",""isiPerBox"":50,""total"":77500,""qtyBox"":1},{""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":97000,""qtyBox"":1},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""isiPerBox"":40,""qtyBox"":1,""nama"":""SWEET CORN"",""hargaPerBox"":96000},{""productId"":""Hzn6DvSXYxLmhtuekqkk"",""isiPerBox"":48,""total"":115200,""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""hargaPerBox"":115200}]","TOKO RIZKY OS","","653700"
